inventory_id,part_num,color_id,quantity,is_spare,img_url
28,4081b,1,1,False,https://cdn.rebrickable.com/media/parts/elements/408123.jpg
28,4162,72,2,False,https://cdn.rebrickable.com/media/parts/elements/4211008.jpg
28,41767,15,1,False,https://cdn.rebrickable.com/media/parts/elements/4160325.jpg
28,41768,15,1,False,https://cdn.rebrickable.com/media/parts/elements/4160343.jpg
28,42022,15,4,False,https://cdn.rebrickable.com/media/parts/elements/4160387.jpg
28,43093,1,1,False,https://cdn.rebrickable.com/media/parts/elements/4206482.jpg
28,4315,15,1,False,https://cdn.rebrickable.com/media/parts/elements/4214079.jpg
28,43337,15,2,False,https://cdn.rebrickable.com/media/parts/elements/4173477.jpg
28,43337,40,4,False,https://cdn.rebrickable.com/media/parts/elements/4162951.jpg
28,43337,4,2,False,https://cdn.rebrickable.com/media/parts/elements/4171662.jpg
28,43722,15,1,False,https://cdn.rebrickable.com/media/parts/elements/4179874.jpg
28,43723,15,1,False,https://cdn.rebrickable.com/media/parts/elements/4179875.jpg
28,44126,15,2,False,https://cdn.rebrickable.com/media/parts/elements/4179870.jpg
28,44661,15,1,False,https://cdn.rebrickable.com/media/parts/elements/4184290.jpg
28,44675,71,2,False,https://cdn.rebrickable.com/media/parts/elements/4213383.jpg
28,44728,15,2,False,https://cdn.rebrickable.com/media/parts/elements/4203147.jpg
28,4477,15,2,False,https://cdn.rebrickable.com/media/parts/elements/447701.jpg
28,4599a,71,2,False,https://cdn.rebrickable.com/media/parts/ldraw/71/4599a.png
28,4617b,0,1,False,https://cdn.rebrickable.com/media/parts/elements/4536184.jpg
28,4733,0,1,False,https://cdn.rebrickable.com/media/parts/elements/473326.jpg
28,48064c02,25,1,False,https://cdn.rebrickable.com/media/parts/ldraw/25/54824.png
28,4865a,14,4,False,https://cdn.rebrickable.com/media/parts/elements/486524.jpg
28,50304,15,1,False,https://cdn.rebrickable.com/media/parts/elements/4256095.jpg
28,50305,15,1,False,https://cdn.rebrickable.com/media/parts/elements/4256097.jpg
28,54100,0,1,False,https://cdn.rebrickable.com/media/parts/ldraw/0/54100.png
28,54101,71,1,False,https://cdn.rebrickable.com/media/parts/ldraw/71/54101.png
28,54200,33,6,False,https://cdn.rebrickable.com/media/parts/elements/4244366.jpg
28,55544,9999,1,False,https://cdn.rebrickable.com/media/parts/photos/9999/55544-9999-f7762237-e269-4497-bf73-6b9d8cbb02d2.jpg
28,6087,15,1,False,https://cdn.rebrickable.com/media/parts/elements/4288959.jpg
28,6140,15,4,False,https://cdn.rebrickable.com/media/parts/elements/4190939.jpg
28,6141,1,2,True,https://cdn.rebrickable.com/media/parts/elements/614123.jpg
28,6141,46,3,False,https://cdn.rebrickable.com/media/parts/elements/3005744.jpg
28,6231,4,2,False,https://cdn.rebrickable.com/media/parts/elements/4190219.jpg
28,6553,72,1,False,https://cdn.rebrickable.com/media/parts/elements/4210665.jpg
30,11062,0,1,False,https://cdn.rebrickable.com/media/parts/elements/6022202.jpg
30,2423,2,1,False,https://cdn.rebrickable.com/media/parts/elements/242328.jpg
30,3003,71,3,False,https://cdn.rebrickable.com/media/parts/elements/4211387.jpg
30,3010,322,2,False,https://cdn.rebrickable.com/media/parts/elements/6036238.jpg
30,3020,4,1,False,https://cdn.rebrickable.com/media/parts/elements/302021.jpg
30,3020,322,6,False,https://cdn.rebrickable.com/media/parts/elements/4655256.jpg
30,3022,322,3,False,https://cdn.rebrickable.com/media/parts/elements/4625032.jpg
30,3023,322,2,False,https://cdn.rebrickable.com/media/parts/elements/4619511.jpg
30,30374,19,2,False,https://cdn.rebrickable.com/media/parts/elements/4158791.jpg
30,30565,15,3,False,https://cdn.rebrickable.com/media/parts/elements/4178429.jpg
30,3069b,320,1,False,https://cdn.rebrickable.com/media/parts/elements/4165783.jpg
30,3069b,47,8,False,https://cdn.rebrickable.com/media/parts/elements/4212069.jpg
